,corr,pvalue
SIDM01058,0.16243922892919027,7.117296496387979e-14
SIDM00789,0.3209535898786296,2.050440313451713e-68
SIDM00216,0.2726190096267369,5.354862245632458e-42
SIDM00875,0.04055741695832154,0.04564503358283492
SIDM00860,0.3988509867877527,7.043777565176207e-100
SIDM00962,0.2183948199606322,7.166399633455506e-26
SIDM00998,0.129319439068028,1.1214386291354914e-10
SIDM01097,0.4608694161081608,3.739785742754355e-141
SIDM00678,-0.0406105556140251,0.05319648990953319
SIDM00623,0.30305856397882414,1.3491256919468454e-51
SIDM01001,0.40512175938791956,1.1621636206272159e-108
SIDM00330,0.23433807041876625,4.7314716736727e-34
SIDM00808,0.30428226699992483,1.1122494623930174e-56
SIDM00123,0.28845301725801054,4.181429198119962e-53
SIDM00151,-0.04423520708434205,0.03150190377920987
SIDM00454,0.034148399102027466,0.12020257035012348
SIDM00791,0.26661468316540565,5.805282749959821e-43
SIDM00758,0.38750318624949026,6.11892945876347e-99
SIDM01025,0.1438280455519821,7.024163707764675e-13
SIDM00564,0.2334123014538399,4.836281443468126e-36
SIDM00795,0.3536155315803378,3.409258776189508e-81
SIDM00926,0.14597216356077067,5.728586860891772e-14
SIDM00172,-0.03435024755169846,0.13906188529822044
SIDM00586,0.03410850390085164,0.10122822825337371
SIDM00306,0.22397374671476553,9.211158846854123e-31
SIDM00311,0.23813350139469303,8.124269665037223e-33
SIDM00582,0.21775923061440344,1.049350964594467e-25
SIDM01087,0.1685086459738926,1.2406787763992945e-16
SIDM00423,0.4480402059201822,8.040129176891401e-116
SIDM00816,0.36188943052673717,3.766055904796679e-80
SIDM01092,0.4246540174452657,5.126896851593927e-119
SIDM00107,0.4143651448000951,2.3804385231766528e-120
SIDM00400,0.3870394312454525,9.209995271683016e-89
SIDM00269,0.14071989110635064,4.1054580018300397e-13
SIDM00417,0.24405467547019905,8.806592081479205e-35
SIDM00961,0.3257008184619321,2.0841730995749566e-65
SIDM00660,0.36457617233326495,7.761257863578484e-92
SIDM00719,0.26681003419986743,9.830731564611602e-45
SIDM00619,0.42782371336741387,2.6099331065958985e-117
SIDM00901,0.4130782466176825,1.802390250981679e-108
SIDM01089,0.4810166913836739,2.5827239994820955e-140
SIDM01131,0.47678381383448093,8.521914899630139e-158
SIDM00138,0.1760581152722389,3.0537623361378535e-16
SIDM00839,0.26003250976912456,1.5366025064496408e-43
SIDM00044,0.26644417960137506,1.0422567700133757e-39
SIDM00340,0.3180829992308018,3.095024363386076e-63
SIDM00890,0.47618467394081165,6.322688451652232e-152
SIDM00188,0.27233720880654727,6.3951463567993095e-43
SIDM00730,0.163642017287192,1.6579475867231196e-17
SIDM00490,0.31853539219945676,4.610563029437536e-60
SIDM00045,0.45771752030316754,9.165057325588837e-146
SIDM00522,0.4492113124003365,7.600312403838624e-139
SIDM00402,0.2515497166611902,4.278966912065291e-42
SIDM00333,-0.05890836855867295,0.004042245319664083
SIDM00872,0.1282572683071697,1.4634488101398248e-10
SIDM01113,0.4106700327262762,1.7195258934392362e-111
SIDM00756,0.2860424785312521,1.6920989292226496e-53
SIDM01096,0.31712953353981654,7.728046448240493e-61
SIDM00645,0.30472573846194256,7.5277511861667545e-56
SIDM00675,0.20453048595767212,8.885427914290754e-27
SIDM00318,0.372989054093427,6.257358963299542e-89
SIDM00915,0.04211086193745904,0.0322444749776982
SIDM00946,0.32570574254247764,5.787699273659526e-62
SIDM00437,0.11384962629804919,0.00014908364016174704
SIDM01160,0.04440966450079078,0.036623347853309535
SIDM00551,0.2597433809954276,1.878599774265846e-42
SIDM00299,0.2635205834945105,3.187168700669821e-44
SIDM01052,0.11317908997620764,6.117138088995003e-09
SIDM00245,0.4078555436224529,1.0372878199523186e-111
SIDM00729,0.0967695905794656,9.98788882836809e-07
SIDM00718,0.09653197491759487,8.087865428784152e-07
SIDM00658,0.37988644329192883,1.9744322090842001e-97
SIDM01189,0.3505082622979107,5.280452207277164e-71
SIDM01154,0.4890952301973446,1.6845752503603767e-154
SIDM00746,0.14608625504087636,1.5008107972694782e-14
SIDM00127,0.010058719769684381,0.6394086119125398
SIDM00438,0.46913067457992796,3.895431123061161e-141
SIDM00936,0.5006805500370923,7.707335980576784e-162
SIDM01121,0.2701549602023611,1.83288389718408e-45
SIDM00206,0.3526375918275907,1.5802167872040835e-78
SIDM01157,0.05761674620591788,0.003749840573084714
SIDM01197,0.3035658532577283,1.7944468488321764e-56
SIDM00584,0.2930267835368535,9.970385787059528e-52
SIDM00932,0.18757728917365754,2.2288751331883356e-22
SIDM01072,0.4149372209213501,2.30511378552391e-109
SIDM00087,0.219505371935767,2.091177334731803e-28
SIDM00042,-0.08626030061625416,0.00033885909477444253
SIDM00555,0.05351773664544714,0.010289443653230401
SIDM00362,0.4994319682019886,3.610659421333404e-160
SIDM00698,0.34528889383027966,7.559767757757593e-76
SIDM00207,0.2829604370204238,2.78424531023924e-47
SIDM00525,0.06214276219734931,0.003005111693830516
SIDM00444,0.46975916418932007,9.284098720630103e-145
SIDM00858,0.3421050965288275,1.6804889761945436e-71
SIDM00050,0.37959519569269073,4.708938811199658e-96
SIDM00113,0.2941252306915718,1.184058531799937e-52
SIDM00743,0.1464965844971928,1.92357327450353e-14
SIDM00960,-0.04129601186275695,0.032796965235064285
SIDM00332,0.3335622616491384,6.571886362453109e-69
SIDM01165,-0.0198818397433945,0.3337100721493309
SIDM00193,-0.024377589458828727,0.23032543346582518
SIDM01023,0.2841241016639946,3.475049305526741e-46
SIDM01124,0.3498966913558012,3.5637328089112884e-77
SIDM00051,0.31183199488224655,5.807916109427544e-54
SIDM00374,0.46903225724795594,1.686341729003005e-147
SIDM00213,0.2573802300949965,3.5363268364273594e-40
SIDM00040,0.3549555265290121,3.299409820876473e-76
SIDM01185,0.28170327207757695,1.5219817558135848e-45
SIDM00985,0.5371806246415183,3.3973897970007168e-186
SIDM00143,0.32683083469060226,2.850186290449977e-69
SIDM00244,0.225272303267249,2.4169487794699738e-29
SIDM00393,0.012451678749913916,0.5182702803022539
SIDM00604,0.1273184542699551,1.512750751198277e-10
SIDM00929,0.16333355872101066,6.905771622003761e-14
SIDM01007,0.11141353859527016,4.2285109728120045e-07
SIDM01055,0.47800538563479417,5.012366769950046e-154
SIDM00632,0.17348411421161566,1.6375862874553558e-18
SIDM00126,0.27930618614402136,8.558981210909914e-49
SIDM00316,0.3399765670103886,6.027429574291334e-72
SIDM01191,0.05362702787691151,0.008764269898652005
SIDM01196,0.2304886746496307,8.903982003066672e-33
SIDM00853,0.19800918287461583,1.0112143363172878e-23
SIDM00496,0.15697570746517417,3.4548066195628405e-15
SIDM00683,0.06561955251175158,0.001398584653765155
SIDM00963,0.28303292234718785,1.409666401032786e-46
SIDM00528,0.08600916823069406,2.6097329297235128e-05
SIDM01190,0.21006308794860082,4.706302267306869e-25
SIDM00345,0.3545975201907265,3.1211318564683823e-80
SIDM00592,0.015493149064701593,0.44429604028065683
SIDM00845,0.30515165688657464,3.456577058566699e-49
SIDM01177,0.3954406103692417,2.3167772453399947e-91
SIDM00428,0.45958322102793703,1.7126328581052e-129
SIDM00154,0.3048358503705625,8.373216568998177e-59
SIDM00947,0.274625110167901,1.606389574562516e-41
SIDM00056,0.3966434145291975,3.684051719017666e-95
SIDM01155,0.020726964212872765,0.320524615376499
SIDM00965,0.33502751800226377,1.6706198820386362e-64
SIDM00414,0.24763366367075834,4.8660377618529377e-39
SIDM01048,0.331340242675051,1.3979780846694466e-63
SIDM00697,0.20423626540731768,1.4462354957155581e-24
SIDM00505,0.16517555447969745,1.853338254745607e-17
SIDM00194,-0.15605875167261893,3.4675775250815136e-13
SIDM00895,0.21588207045268373,4.8729899742143405e-27
SIDM01182,0.3591975133706076,1.3416318392221137e-83
SIDM00277,0.452347904659236,4.314229363622801e-131
SIDM00542,0.3094366442456402,1.1809106646601281e-49
SIDM01015,0.4138555282096915,5.819277345676061e-115
SIDM00441,0.2252145061680769,3.1222706353670352e-27
SIDM00785,0.40822965369498104,3.634320154486041e-98
SIDM00537,0.30096210347758345,5.522620939734974e-60
SIDM00956,0.2197885589443691,3.233796576251137e-28
SIDM00304,-0.08884953753473857,1.4672599742542375e-05
SIDM00983,-0.02874698654721732,0.2141579636323876
SIDM01164,0.4009184432251298,1.1411459920380414e-102
SIDM00203,0.22647427656742916,7.810326915128642e-31
SIDM00561,0.38734487630397413,1.1849777937367432e-93
SIDM00630,0.22084602051147362,1.9634654879084773e-31
SIDM00708,0.1723879323598718,2.1381944184425384e-19
SIDM00053,0.32700598845434004,5.809768641892759e-65
SIDM00339,0.36186726907665634,8.461613807241484e-83
SIDM01051,-0.067348731279276,0.002831838586432251
SIDM00322,0.11570491210038417,3.1262447398971887e-09
SIDM00142,0.5106929901183097,4.174334847413062e-192
SIDM00893,0.25060508651320057,4.981745743231065e-38
SIDM01194,0.04981923425710973,0.011220575863307755
SIDM00453,0.45589239513622626,2.999855708408499e-146
SIDM00231,0.3959810494027433,5.95249195465061e-104
SIDM00371,0.32760360772322067,1.3517722961360193e-68
SIDM00663,0.27309997610716025,2.3484411654520097e-47
SIDM00685,0.15363285254111153,1.5575754715866944e-13
SIDM00258,0.22480439362494284,1.308687376123864e-30
SIDM00410,0.299231800912649,2.7118132946767605e-53
SIDM00933,0.39760065900553176,8.743978350575391e-108
SIDM00993,0.2460907044881963,2.050118330551231e-37
SIDM00882,0.1502550924155265,2.6888664020301637e-13
SIDM00533,0.37058621644558093,9.368900747407078e-89
SIDM01119,-0.057548295492524944,0.0054381279416889725
SIDM00403,0.5197538186790702,2.0174248400342684e-184
SIDM01145,0.4458380928919402,1.9194672429688024e-127
SIDM00711,0.09835227819850446,4.792489082885319e-07
SIDM00508,0.2878888712800418,2.7196123182940585e-51
SIDM00713,0.4275631600641428,1.8836345742464335e-116
SIDM01030,0.04724252854237123,0.01719492144654227
SIDM00548,0.14824403194374836,2.0183718404652503e-13
SIDM00427,0.3679855858511917,1.7333211071002174e-83
SIDM01076,0.45297377005430034,6.783963735403526e-130
SIDM00145,0.41166903156065454,8.758202429432571e-103
SIDM00653,0.33646767501223823,3.597222793805e-72
SIDM00262,0.07648581825974124,0.00013495154901021987
SIDM00999,0.34924438830478177,1.137259584091689e-80
SIDM01100,0.33949006796286973,1.935337958815731e-71
SIDM00313,0.417537057893392,2.604801669677433e-112
SIDM00407,0.4529695910186485,6.030211216301148e-126
SIDM00552,0.4239889192458153,1.652545784465756e-120
SIDM00939,-0.15105971679760435,6.256990128948771e-13
SIDM00376,0.368893942302993,6.472419502923855e-82
SIDM00181,0.05136863947803557,0.010173615305256786
SIDM01000,0.30664903025082035,1.652776768907032e-60
SIDM00084,0.3468944565298785,3.337350586808238e-78
SIDM00971,0.30290082686544073,1.653529961869867e-58
SIDM00261,0.40414582839660657,8.152013907677775e-111
SIDM00821,0.38839113952071325,1.7921879793203018e-95
SIDM00846,0.40209432379687343,1.2176337034094959e-112
SIDM00283,0.30974237555545814,1.5883962924934971e-52
SIDM00923,0.22332716543697986,8.608319999712479e-31
SIDM00191,0.38738905395423207,8.30792196143377e-99
SIDM00422,0.317028675707874,2.9935105268344067e-56
SIDM00918,0.07260418340153171,0.00023772441711118457
SIDM00540,-0.043749211784378794,0.05113408820118334
SIDM01171,0.4867120395820101,2.922053635593481e-165
SIDM00612,0.2530658456080388,1.000118461453492e-38
SIDM01101,0.3885772628632225,7.046020176121401e-101
SIDM01106,0.3782113885065213,1.5596607864690487e-89
SIDM00687,0.035568437013404196,0.09579139281504993
SIDM00521,0.2706808299088133,6.558627138746684e-45
SIDM01064,0.3060184578359275,1.4693511341412173e-52
SIDM00938,0.4289813937176881,3.1233285011249555e-126
SIDM00425,0.28650655579330453,4.352662463654811e-48
SIDM01019,0.5186367721381026,1.7101972234738898e-192
SIDM00706,0.25285972977576965,1.113715763687914e-34
SIDM00341,0.17938345191326388,1.443605419356008e-19
SIDM00150,0.37865474251319825,1.0144891548373103e-92
SIDM00336,0.30769226306598213,2.618914733778581e-57
SIDM00944,0.3124085204189244,3.7171554758201e-65
SIDM00273,0.30770695534420506,2.6330507616522425e-60
SIDM01138,0.02026509410962744,0.3141528178346328
SIDM01178,0.09401595840507017,8.78630466455548e-06
SIDM00103,0.43542377443302416,4.2183706418769457e-131
SIDM00606,0.013448492378542795,0.5035710549602018
SIDM00576,0.28739062390868725,1.7353232743000304e-46
SIDM00591,0.1857656660460453,4.222463455678695e-21
SIDM00310,0.4418151753046923,5.57491922777272e-130
SIDM01061,0.0004696548317107667,0.9814477881628966
SIDM00594,0.27052050226617685,3.2509872629362424e-43
SIDM00104,0.37253186899725077,1.4877283243755319e-90
SIDM00338,0.16796798429784032,1.1138007867392352e-16
SIDM00742,0.2270194073711824,1.2134636519177423e-30
SIDM00688,0.4759027525178111,1.110072829981041e-143
SIDM00942,0.36803573674266943,8.654138385955624e-88
SIDM00328,0.10560976272286564,1.1115887387123036e-07
SIDM00744,0.08232732086849491,4.225020840834513e-05
SIDM00112,0.3816567979979163,4.215375546734924e-96
SIDM00264,0.3434064275273482,2.7621591523796187e-72
SIDM00238,0.13797630753713552,2.145429714515455e-13
SIDM00815,0.1821272051275529,1.0244258807131196e-21
SIDM00331,0.006999800151745087,0.74201906758004
SIDM01062,-0.104291735733808,8.551284050108322e-07
SIDM00611,0.2762944694856178,2.1199927273927176e-44
SIDM00380,0.26409505568458536,3.6042099718801333e-40
SIDM00737,0.3694221495654225,3.481323080020922e-83
SIDM00900,0.36059854802675545,1.4892716768321056e-80
SIDM01135,0.39876197377010847,1.9979316798325738e-106
SIDM00224,0.30670744584767606,2.6427851928067974e-59
SIDM00602,0.2824670979738093,4.7488608405917234e-52
SIDM00768,-0.023679685187320776,0.21902572601120568
SIDM00309,0.2646105406945813,4.698135824318774e-41
SIDM00381,0.25457763068896383,1.9244566593515163e-43
SIDM00615,0.05721959684652345,0.00297931710847901
SIDM00368,0.3859688040377163,2.2825174772863003e-93
SIDM00435,0.40342404734184895,2.6920313528227585e-99
SIDM00125,0.31814873499584595,1.70332675399903e-62
SIDM00833,0.24338289695712684,4.749996067712326e-38
SIDM00325,-0.15342366753333786,9.184201240230402e-13
SIDM00579,0.36540618266420155,2.2414830549778938e-89
SIDM01228,0.40291063400365934,9.854091877824635e-106
SIDM01169,0.1260736629917478,3.2224966048349827e-10
SIDM00722,0.33501768368064516,1.7073814471390792e-68
SIDM00465,0.20541001489350721,3.847910450094512e-28
SIDM00848,0.2285723608029784,5.755552884431479e-32
SIDM00887,0.1642251217645624,5.009694987300382e-17
SIDM00320,0.15146827679809216,1.2529925358591123e-14
SIDM00370,0.4167593404283551,4.667348991338909e-103
SIDM00659,-0.052566076340896065,0.01408110061387725
SIDM00807,-0.16323230763123958,6.796249133644301e-12
SIDM00502,0.37858699974351745,5.309636720866e-91
SIDM01150,-0.0422802531793505,0.03391482658067138
SIDM00512,0.2568134765038505,1.6150691742114026e-43
SIDM00469,0.3840073711279772,2.887967150545249e-98
SIDM00951,0.42848924420461293,4.960460492151147e-116
SIDM00137,0.3751981354168058,2.9329481483868947e-92
SIDM00190,0.26796092898379753,5.258047270700171e-47
SIDM00622,0.09539065219223355,1.7869872280260273e-06
SIDM00282,0.06856127767170513,0.00035467656712215886
SIDM00363,0.2516368321751475,6.140920602100136e-37
SIDM00198,0.15842754187062,3.0989399603799527e-16
SIDM00472,-0.09209745251404967,1.0888157517546063e-05
SIDM00487,0.2817478088393526,2.420648120709532e-52
SIDM00590,0.0925358814094985,2.8733928359411665e-06
SIDM01188,0.03874960633491312,0.05981444454957414
SIDM00401,0.3746577893438587,8.024005267739853e-94
SIDM00294,0.3926019346761675,5.570117788921166e-96
SIDM00337,0.31790441997797836,6.613993345647627e-64
SIDM00140,0.3426906810208632,5.760021503005531e-71
SIDM00266,0.21718384932968565,5.308605126248837e-31
SIDM00387,0.18750289739170656,7.465641240790534e-21
SIDM00523,0.080635042222357,6.34011071558335e-05
SIDM00085,-0.06693551896445403,0.002658734922127158
SIDM00779,0.4187366617967775,6.4971242433470655e-111
SIDM00507,0.2102690154513941,1.654638539374342e-27
SIDM00278,0.13501859411215866,8.102726442244864e-12
SIDM00922,0.2133896551586676,5.541316736185218e-27
SIDM01079,0.31088160626738504,2.236911632595361e-63
SIDM00969,0.35745938478715844,5.902337172732181e-80
SIDM00442,-0.016342720151336296,0.45317896125755897
SIDM01130,0.2859680871848005,1.9078852744052384e-48
SIDM00589,-0.06724546038178567,0.0006388912828357054
SIDM00739,0.21318489215106526,7.262038953074507e-30
SIDM00943,0.020287928547674684,0.32805773611289857
SIDM00671,0.40426914948579634,1.230288321329979e-96
SIDM00252,0.11554382622613232,7.531707052877577e-09
SIDM00585,0.1907981177015475,4.366989328815881e-22
SIDM00144,0.18863109760415858,3.334733378156323e-22
SIDM01109,0.3086457931993464,4.918844982558225e-62
SIDM00581,0.2428950072446968,2.677104233626718e-34
SIDM00135,0.27299011753089564,1.5717355339968552e-36
SIDM01045,0.21826321389118367,1.8293445390128195e-29
SIDM00509,0.33672559637844257,9.157215867857228e-71
SIDM01107,0.36532219036549163,4.912931487791897e-82
SIDM01068,0.1029601686492914,1.367823139009161e-07
SIDM00968,0.4639293151334554,6.915857558523685e-146
SIDM00568,0.15475016899873453,6.237527554723701e-16
SIDM01031,0.2588469205975103,7.156032688650286e-45
SIDM00272,0.34904032605946395,1.1465088309284029e-79
SIDM00679,0.3168448761581978,2.6893277886497144e-67
SIDM00957,0.17941234178907528,2.3792742256709224e-19
SIDM00347,0.2948100489858443,2.0619888588029432e-58
SIDM01174,0.38965492258318757,1.3323295574062049e-96
SIDM01066,0.2742323291148951,6.657083218721603e-48
SIDM01141,0.06846130103180438,0.0009017857620070107
SIDM00847,0.2945432489395785,8.178812933519973e-54
SIDM00495,0.2101332289789258,5.828272242968389e-25
SIDM00251,0.3359858219341006,5.21868394925911e-72
SIDM00774,0.22162134009160936,7.347606360830461e-29
SIDM01108,0.15962296886458816,2.825266522053648e-14
SIDM00572,0.14146000952265653,7.403756340993736e-13
SIDM00776,-0.16512016941234067,6.868416433239288e-15
SIDM01176,0.4283426636075884,5.615699948764302e-106
SIDM00877,0.08784296323004756,2.4575060075013446e-05
SIDM00903,0.33985338012532645,9.875518344941236e-72
SIDM00684,0.09677351167289704,1.0935057075041951e-05
SIDM00727,0.28622422016889293,3.418400393532441e-50
SIDM00242,0.13591613663201854,1.913901005207897e-12
SIDM00545,0.05540302183072161,0.007815341795618715
SIDM00463,0.44198662932862953,1.3170145020559887e-124
SIDM00672,0.26906432213542963,4.093636866498191e-46
SIDM00475,0.3756526950720028,5.679166366050659e-86
SIDM00967,0.18939555431255745,1.5008930513947836e-22
SIDM00433,0.5040119352489831,1.8453586583585641e-168
SIDM00529,-0.011762723379527633,0.5509909591120195
SIDM00293,0.47844779910706087,3.0739498511458924e-151
SIDM00577,0.1314011215470959,3.190402091331887e-11
SIDM00457,0.3664590095543356,6.843463054574929e-84
SIDM00389,0.4052588905947493,9.374050314414681e-97
SIDM00818,0.3411258911007974,1.0125752806342091e-72
SIDM00989,-0.036826231151367385,0.06648961173853163
SIDM00543,-0.02776756442422103,0.1712868481967552
SIDM00792,-0.023803565687379704,0.2482141617451357
SIDM01163,0.31651173268978405,2.915840950703164e-59
SIDM00990,0.1443903689353883,7.461812850039847e-13
SIDM01136,0.29536263309627714,2.4003017097947653e-56
SIDM00573,0.3486335788688849,8.044885772288226e-77
SIDM01069,0.254921655128782,1.4956044740568307e-40
SIDM00499,0.15455269453426745,1.813579965963226e-15
SIDM00762,0.1674302192904662,7.73184449421761e-17
SIDM01080,-0.040442316893363646,0.06363616923531214
SIDM01206,0.347611000958835,1.4431965124546386e-75
SIDM00260,0.443168754577129,6.619145604232984e-131
SIDM00319,0.06362058658422319,0.0014819270939186453
SIDM00431,0.3749340283483804,1.37221937743816e-79
SIDM00527,0.357781592500568,1.0182723060407998e-79
SIDM00200,0.26386329278202536,1.447399731617146e-43
SIDM00569,0.1270283730412184,1.8254024834579852e-10
SIDM00633,0.37794955925795726,6.53670911287896e-96
SIDM00580,0.3175163095332959,3.749623269674556e-61
SIDM00249,-0.04855117100971541,0.015417355824092907
SIDM00133,0.3750694725386103,1.649206955303311e-90
SIDM00600,0.26298516946892647,1.2719722336828924e-43
SIDM00724,0.34791187536476675,2.2067658461724497e-74
SIDM00289,0.43571166852920706,3.4137448413143597e-124
SIDM01084,0.04644027439614527,0.02230789119245994
SIDM01168,0.11335612128366572,6.570987023112558e-09
SIDM00287,0.44410261362671305,9.640112196071488e-129
SIDM00054,0.3006347032411526,3.4317712000027207e-59
SIDM00090,0.36326729864777113,1.4338299128301555e-76
SIDM01237,0.21493157659558768,2.1590877675191758e-30
SIDM00733,0.3518866311752099,1.3942739269543265e-78
SIDM00506,0.3178296547577172,2.3918043158277486e-60
SIDM00670,0.10598151447513861,9.93279017612317e-07
SIDM00793,0.2243373660857083,2.2250977055922094e-29
SIDM00049,0.36693501560085395,2.8578861656869938e-83
SIDM00281,0.07837099018285494,4.158066924568681e-05
SIDM00253,0.34186124438005777,1.6834221402182834e-69
SIDM00394,0.29342299875085254,3.9481919562585895e-57
SIDM01170,0.3235249163654593,2.41171404954506e-62
SIDM00541,0.0004054643243168966,0.9843799399738813
SIDM00415,0.2393301557019571,6.78859166132016e-33
SIDM01220,0.3456593708232435,1.2791812693519802e-79
SIDM00855,0.18107390822038624,3.952549045372206e-19
SIDM00080,0.06887779103984382,0.0006592007535726729
SIDM00609,0.27462283530985154,5.969319997180503e-44
SIDM00102,0.1834724740284729,2.4630925372934876e-22
SIDM00183,0.27176933183277535,1.2350702539593722e-44
SIDM01059,0.19758583610510175,4.5277569969709874e-24
SIDM00896,0.506963292851576,1.7635287501997283e-172
SIDM01071,0.28268064185585784,2.8076857999868853e-48
SIDM01063,0.18330944541590077,2.5797498210962608e-21
SIDM00583,0.20049832250170718,7.842717732602182e-25
SIDM00353,0.25778057090504763,3.184140123865462e-42
SIDM00450,0.10272637694696109,1.7698794487767515e-05
SIDM00574,0.3087702656653474,1.4923066284358982e-59
SIDM00375,0.16970095720541917,9.261783712937255e-19
SIDM00286,0.28522218452203646,7.063289175134754e-48
SIDM00709,0.07650660446691067,0.0002916286540371376
SIDM00148,-0.06703556356482823,0.0014469139295075941
SIDM00211,0.4628464798818164,7.571126291678793e-136
SIDM00308,0.4403356761527104,7.210086339920081e-127
SIDM00664,0.21879739873091344,1.538417913620209e-29
SIDM00837,-0.024364581667250255,0.21567499383353173
SIDM01180,0.33754210348279134,2.477925521775694e-72
SIDM00157,0.3443773153844234,1.5798203214852857e-71
SIDM00291,0.34098585641815676,1.4720128617220634e-77
SIDM00857,0.42289636064744657,2.4650680225486676e-124
SIDM00621,0.3929828602305498,1.0319242604828434e-97
SIDM00485,-0.10076536718228964,2.096493910184704e-05
SIDM00018,0.28300029580634223,5.507618961399558e-47
SIDM00324,0.40659718934551753,1.2554635890183285e-100
SIDM00364,0.43833314936900925,1.7866437895524133e-121
SIDM00753,0.3167919292541504,1.0359972045124845e-62
SIDM00122,0.2962911438253164,5.268338265164198e-56
SIDM00451,0.38436316313689245,7.14312611816782e-87
SIDM00481,0.03946822301452126,0.055329795729607036
SIDM00129,0.3056680374782633,6.481277940498868e-63
SIDM01037,0.28954305985086304,2.650367263734394e-50
SIDM00241,0.3721081995185906,1.0279860209820767e-88
SIDM00227,0.20480028891808155,1.097527333915529e-26
SIDM00850,0.12554427351959246,5.838119380474287e-10
SIDM00176,0.28244867060348633,7.50068802439626e-40
SIDM01161,0.20462119693776704,2.413480991537821e-27
SIDM00092,0.02773052719305099,0.1800249583356463
SIDM00114,0.34329178797685167,7.961987946817318e-72
SIDM00429,0.24762914722736956,8.571308795423531e-35
SIDM00478,-0.12793589732415936,4.227435889700254e-09
SIDM00492,0.30110291705419084,1.9735833306922974e-57
SIDM01118,0.3490895138770327,1.2638563186581915e-74
SIDM00642,0.1286010491017805,1.784012496564554e-09
SIDM00091,0.4133204129083768,1.0955707755622574e-110
SIDM00055,0.42612401062656086,3.9910933207141195e-117
SIDM00292,0.19618303531069867,3.2107941827155804e-24
SIDM00863,0.16811376580437368,5.606468642300528e-17
SIDM00745,0.1702963859692671,4.941558656500167e-16
SIDM00665,0.054840270105495095,0.006647549993358401
SIDM00136,0.3618068483074685,1.2164612325967937e-85
SIDM00383,0.22293917802752378,1.0119564669599291e-30
SIDM00117,0.08695845105723314,1.697381706922331e-05
SIDM01134,0.03190966716632561,0.10419834113532071
SIDM00443,0.40196119804657837,5.467308906333568e-98
SIDM01148,0.26725081591308086,2.440247771159455e-41
SIDM01246,0.46491460796830014,2.1132369436664667e-143
SIDM00759,0.1511390411444031,4.858721923374063e-15
SIDM00239,0.4691223628440893,5.061480980894846e-155
SIDM00474,0.23595238295298732,3.195026916005542e-33
SIDM00321,0.27781392407962047,5.211972064020508e-48
SIDM01199,0.24450091423603826,2.3361332897224812e-37
SIDM00881,0.3163734289096816,6.3862251027856225e-56
SIDM00735,0.15577775003758398,6.324385844183041e-16
SIDM00783,0.2223101985085731,1.7651043033739126e-33
SIDM00274,-0.005500000629440814,0.7804828022573821
SIDM00270,0.09096163173643133,3.2338351136288437e-06
SIDM00461,0.33249791037381726,3.039006954464092e-64
SIDM00930,-0.22731584466231672,4.3672901163277084e-26
SIDM00297,0.20732356129101356,7.536959539475299e-27
SIDM00986,0.030531906176690257,0.13581078200969587
SIDM00518,-0.11060697133536045,4.95772095091806e-08
SIDM01129,0.4286264758217469,6.951297786584856e-124
SIDM00723,0.024330165526086144,0.23950298121371055
SIDM01245,0.34820320510559977,1.7415779871225404e-72
SIDM00390,0.24079362161384238,6.165285014440685e-33
SIDM01073,0.4199147489457072,7.456567372962862e-116
SIDM00867,0.35124267782050683,2.8269420709522994e-76
SIDM01005,0.3658355794746807,3.272810600626146e-79
SIDM01144,0.30729337773046694,1.4227192540063805e-56
SIDM00984,0.4528039922028541,1.968212708925907e-132
SIDM00511,0.46880097847155905,1.3974477335054119e-146
SIDM01158,0.26490647082648733,4.38158090405556e-46
